"gbifid	datasetkey	occurrenceid	kingdom	phylum	class	order	family	genus	species	infraspecificepithet	taxonrank	scientificname	countrycode	locality	publishingorgkey	decimallatitude	decimallongitude	coordinateuncertaintyinmeters	coordinateprecision	elevation	elevationaccuracy	depth	depthaccuracy	eventdate	day	month	year	taxonkey	specieskey	basisofrecord	institutioncode	collectioncode	catalognumber	recordnumber	identifiedby	license	rightsholder	recordedby	typestatus	establishmentmeans	lastinterpreted	mediatype	issue",,,,,
"1324585783	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Canidae	Canis	Canis lupus		SPECIES	Canis lupus Linnaeus"," 1758	NO	Vestfjella - nÌ_r kvisler	46fec380-8e1d-11dd-8679-b8a03c50a862	59.13526	11.383135							2014-10-25T02:00Z	25	10	2014	5219173	5219173	HUMAN_OBSERVATION	NINA	Skandobs	38716			CC_BY_4_0		Thomas Olsen			2018-02-04T06:53Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID",,,,
"1324585782	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Felidae	Lynx	Lynx lynx		SPECIES	Lynx lynx (Linnaeus"," 1758)	NO	LangrÌünningen	46fec380-8e1d-11dd-8679-b8a03c50a862	58.971673	9.50478		5.0					2014-10-13T02:00Z	13	10	2014	2435240	2435240	HUMAN_OBSERVATION	NINA	Skandobs	38705			CC_BY_4_0		Kjetil Finmark			2018-02-04T06:53Z		GEODETIC_DATUM_ASSUMED_WGS84",,,,
"1324585781	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Ursidae	Ursus	Ursus arctos		SPECIES	Ursus arctos Linnaeus"," 1758	NO	Guselva	46fec380-8e1d-11dd-8679-b8a03c50a862	64.261808	13.625749		5.0					2014-11-03T01:00Z	3	11	2014	2433433	2433433	HUMAN_OBSERVATION	NINA	Skandobs	38729			CC_BY_4_0		Jan Arve S Myrmo			2018-02-04T06:53Z		GEODETIC_DATUM_ASSUMED_WGS84",,,,
"1324585780	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Mustelidae	Gulo	Gulo gulo		SPECIES	Gulo gulo (Linnaeus"," 1758)	NO	Fuglemyrtrakten	46fec380-8e1d-11dd-8679-b8a03c50a862	60.918204	12.056072		5.0					2014-09-29T02:00Z	29	9	2014	5219073	5219073	HUMAN_OBSERVATION	NINA	Skandobs	38655			CC_BY_4_0		Trond Burud			2018-02-04T06:53Z		GEODETIC_DATUM_ASSUMED_WGS84",,,,
"1324585779	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Mustelidae	Gulo	Gulo gulo		SPECIES	Gulo gulo (Linnaeus"," 1758)	NO	Jutulhaugen	46fec380-8e1d-11dd-8679-b8a03c50a862	62.466214	10.031134		5.0					2014-10-18T02:00Z	18	10	2014	5219073	5219073	HUMAN_OBSERVATION	NINA	Skandobs	38690			CC_BY_4_0		Inger SÌürvik			2018-02-04T06:53Z		GEODETIC_DATUM_ASSUMED_WGS84",,,,
"1324585778	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Canidae	Canis	Canis lupus		SPECIES	Canis lupus Linnaeus"," 1758	NO	LangÌ´rdsveien	46fec380-8e1d-11dd-8679-b8a03c50a862	59.818658	10.907245		5.0					2014-10-20T02:00Z	20	10	2014	5219173	5219173	HUMAN_OBSERVATION	NINA	Skandobs	38698			CC_BY_4_0		Lise Jamt			2018-02-04T06:53Z		GEODETIC_DATUM_ASSUMED_WGS84",,,,
"1324585777	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Felidae	Lynx	Lynx lynx		SPECIES	Lynx lynx (Linnaeus"," 1758)	NO	Moheim	46fec380-8e1d-11dd-8679-b8a03c50a862	59.427283	9.301505		5.0					2014-09-17T02:00Z	17	9	2014	2435240	2435240	HUMAN_OBSERVATION	NINA	Skandobs	38607			CC_BY_4_0		Ole Halvor HjartsjÌü			2018-02-04T06:53Z		GEODETIC_DATUM_ASSUMED_WGS84",,,,
"1324585776	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Mustelidae	Gulo	Gulo gulo		SPECIES	Gulo gulo (Linnaeus"," 1758)	NO	Selmoen	46fec380-8e1d-11dd-8679-b8a03c50a862	64.414875	11.899166		5.0					2014-10-11T02:00Z	11	10	2014	5219073	5219073	HUMAN_OBSERVATION	NINA	Skandobs	38679			CC_BY_4_0		Knut SellÌ_g			2018-02-04T06:53Z		GEODETIC_DATUM_ASSUMED_WGS84",,,,
"1324585775	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Felidae	Lynx	Lynx lynx		SPECIES	Lynx lynx (Linnaeus"," 1758)	NO	Rafnes	46fec380-8e1d-11dd-8679-b8a03c50a862	59.087938	9.59282		5.0					2014-10-16T02:00Z	16	10	2014	2435240	2435240	HUMAN_OBSERVATION	NINA	Skandobs	38704			CC_BY_4_0		Kjetil Finmark			2018-02-04T06:53Z		GEODETIC_DATUM_ASSUMED_WGS84",,,,
"1324585774	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Ursidae	Ursus	Ursus arctos		SPECIES	Ursus arctos Linnaeus"," 1758	NO	Alapmoan	46fec380-8e1d-11dd-8679-b8a03c50a862	69.00585	19.024059		5.0					2014-10-26T02:00Z	26	10	2014	2433433	2433433	HUMAN_OBSERVATION	NINA	Skandobs	38717			CC_BY_4_0		Geir Nordrum			2018-02-04T06:53Z		GEODETIC_DATUM_ASSUMED_WGS84",,,,
"1324585773	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Ursidae	Ursus	Ursus arctos		SPECIES	Ursus arctos Linnaeus"," 1758	NO	Roknesvollen	46fec380-8e1d-11dd-8679-b8a03c50a862	63.749173	11.301825							2014-08-24T02:00Z	24	8	2014	2433433	2433433	HUMAN_OBSERVATION	NINA	Skandobs	37559			CC_BY_4_0		Gaute Ulvik Haugan			2018-02-04T06:53Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID",,,,
"1324585772	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Canidae	Canis	Canis lupus		SPECIES	Canis lupus Linnaeus"," 1758	NO	Osdalsetra	46fec380-8e1d-11dd-8679-b8a03c50a862	61.67737	11.571746		5.0					2014-09-19T02:00Z	19	9	2014	5219173	5219173	HUMAN_OBSERVATION	NINA	Skandobs	38611			CC_BY_4_0		Fredrik Ì÷ien			2018-02-04T06:53Z		GEODETIC_DATUM_ASSUMED_WGS84",,,,
"1324585771	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Felidae	Lynx	Lynx lynx		SPECIES	Lynx lynx (Linnaeus"," 1758)	NO	EggeÌ´sen austside	46fec380-8e1d-11dd-8679-b8a03c50a862	61.238844	8.853011							2014-08-23T02:00Z	23	8	2014	2435240	2435240	HUMAN_OBSERVATION	NINA	Skandobs	37557			CC_BY_4_0		Jorunn Elise Veflen			2018-02-04T06:53Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID",,,,
"1324585770	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Ursidae	Ursus	Ursus arctos		SPECIES	Ursus arctos Linnaeus"," 1758	NO	GuselvfÌ_ltet	46fec380-8e1d-11dd-8679-b8a03c50a862	64.260867	13.616445		5.0					2014-09-24T02:00Z	24	9	2014	2433433	2433433	HUMAN_OBSERVATION	NINA	Skandobs	38623			CC_BY_4_0		Jan Arve S Myrmo			2018-02-04T06:53Z		GEODETIC_DATUM_ASSUMED_WGS84",,,,
"1324585769	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Felidae	Lynx	Lynx lynx		SPECIES	Lynx lynx (Linnaeus"," 1758)	NO	Elsrud	46fec380-8e1d-11dd-8679-b8a03c50a862	60.355516	10.098503							2014-08-15T02:00Z	15	8	2014	2435240	2435240	HUMAN_OBSERVATION	NINA	Skandobs	37549			CC_BY_4_0		Snorre Oset			2018-02-04T06:53Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID",,,,
"1324585768	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Canidae	Canis	Canis lupus		SPECIES	Canis lupus Linnaeus"," 1758	NO	MjÌündalsskauen	46fec380-8e1d-11dd-8679-b8a03c50a862	59.756489	9.930743							2014-09-12T02:00Z	12	9	2014	5219173	5219173	HUMAN_OBSERVATION	NINA	Skandobs	38586			CC_BY_4_0		Kjersti Loe			2018-02-04T06:53Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID",,,,
"1324585767	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Canidae	Canis	Canis lupus		SPECIES	Canis lupus Linnaeus"," 1758	NO	Maurtjernsveien	46fec380-8e1d-11dd-8679-b8a03c50a862	60.873902	12.103611		5.0					2014-09-15T02:00Z	15	9	2014	5219173	5219173	HUMAN_OBSERVATION	NINA	Skandobs	38609			CC_BY_4_0		Trond Burud			2018-02-04T06:53Z		GEODETIC_DATUM_ASSUMED_WGS84",,,,
"1324585766	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Mustelidae	Gulo	Gulo gulo		SPECIES	Gulo gulo (Linnaeus"," 1758)	NO	Kvenndammen	46fec380-8e1d-11dd-8679-b8a03c50a862	60.877699	12.025284		5.0					2014-09-19T02:00Z	19	9	2014	5219073	5219073	HUMAN_OBSERVATION	NINA	Skandobs	38630			CC_BY_4_0		Trond Burud			2018-02-04T06:53Z		GEODETIC_DATUM_ASSUMED_WGS84",,,,
"1324585765	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Mustelidae	Gulo	Gulo gulo		SPECIES	Gulo gulo (Linnaeus"," 1758)	NO	Vidjedalsflye	46fec380-8e1d-11dd-8679-b8a03c50a862	61.963199	9.806215		5.0					2014-09-10T02:00Z	10	9	2014	5219073	5219073	HUMAN_OBSERVATION	NINA	Skandobs	38616			CC_BY_4_0		Ingar Elgevasslien			2018-02-04T06:53Z		GEODETIC_DATUM_ASSUMED_WGS84",,,,
"1324585764	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Mustelidae	Gulo	Gulo gulo		SPECIES	Gulo gulo (Linnaeus"," 1758)	NO	Tobiashytta/Kringlethaugan	46fec380-8e1d-11dd-8679-b8a03c50a862	62.391989	8.342899		5.0					2014-09-23T02:00Z	23	9	2014	5219073	5219073	HUMAN_OBSERVATION	NINA	Skandobs	38618			CC_BY_4_0		Nikolai Finset			2018-02-04T06:53Z		GEODETIC_DATUM_ASSUMED_WGS84",,,,
"1324585763	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Mustelidae	Gulo	Gulo gulo		SPECIES	Gulo gulo (Linnaeus"," 1758)	NO	Ipto	46fec380-8e1d-11dd-8679-b8a03c50a862	68.108824	17.478544		5.0					2014-08-28T02:00Z	28	8	2014	5219073	5219073	HUMAN_OBSERVATION	NINA	Skandobs	38561			CC_BY_4_0		Jack Henrik Jakobsen			2018-02-04T06:53Z		GEODETIC_DATUM_ASSUMED_WGS84",,,,
"1324585762	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Canidae	Canis	Canis lupus		SPECIES	Canis lupus Linnaeus"," 1758	NO	Halakoiveien v/ Langryggveien	46fec380-8e1d-11dd-8679-b8a03c50a862	60.895467	12.085869		5.0					2014-09-14T02:00Z	14	9	2014	5219173	5219173	HUMAN_OBSERVATION	NINA	Skandobs	38593			CC_BY_4_0		Trond Burud			2018-02-04T06:53Z		GEODETIC_DATUM_ASSUMED_WGS84",,,,
"1324585761	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Ursidae	Ursus	Ursus arctos		SPECIES	Ursus arctos Linnaeus"," 1758	NO	guselva	46fec380-8e1d-11dd-8679-b8a03c50a862	64.262844	13.626131		5.0					2014-09-28T02:00Z	28	9	2014	2433433	2433433	HUMAN_OBSERVATION	NINA	Skandobs	38642			CC_BY_4_0		Jan Arve S Myrmo			2018-02-04T06:53Z		GEODETIC_DATUM_ASSUMED_WGS84",,,,
"1324585760	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Canidae	Canis	Canis lupus		SPECIES	Canis lupus Linnaeus"," 1758	NO	GranÌ´sen	46fec380-8e1d-11dd-8679-b8a03c50a862	61.690363	10.716112		5.0					2014-09-19T02:00Z	19	9	2014	5219173	5219173	HUMAN_OBSERVATION	NINA	Skandobs	38612			CC_BY_4_0		Per Chr Simensen			2018-02-04T06:53Z		GEODETIC_DATUM_ASSUMED_WGS84",,,,
"1324585759	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Felidae	Lynx	Lynx lynx		SPECIES	Lynx lynx (Linnaeus"," 1758)	NO	Elsrud	46fec380-8e1d-11dd-8679-b8a03c50a862	60.355235	10.097619							2014-01-11T01:00Z	11	1	2014	2435240	2435240	HUMAN_OBSERVATION	NINA	Skandobs	37548			CC_BY_4_0		Snorre Oset			2018-02-04T06:53Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID",,,,
"1324585758	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Felidae	Lynx	Lynx lynx		SPECIES	Lynx lynx (Linnaeus"," 1758)	NO	Dalen	46fec380-8e1d-11dd-8679-b8a03c50a862	59.599349	8.992694		5.0					2014-09-16T02:00Z	16	9	2014	2435240	2435240	HUMAN_OBSERVATION	NINA	Skandobs	38636			CC_BY_4_0		Ì÷yvind Fosse			2018-02-04T06:53Z		GEODETIC_DATUM_ASSUMED_WGS84",,,,
"1324585757	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Ursidae	Ursus	Ursus arctos		SPECIES	Ursus arctos Linnaeus"," 1758	NO	Halkoiveien	46fec380-8e1d-11dd-8679-b8a03c50a862	60.874633	12.063185		5.0					2014-08-31T02:00Z	31	8	2014	2433433	2433433	HUMAN_OBSERVATION	NINA	Skandobs	38567			CC_BY_4_0		Trond Burud			2018-02-04T06:53Z		GEODETIC_DATUM_ASSUMED_WGS84",,,,
"1324585756	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Felidae	Lynx	Lynx lynx		SPECIES	Lynx lynx (Linnaeus"," 1758)	NO	Schia	46fec380-8e1d-11dd-8679-b8a03c50a862	59.616465	8.861576		5.0					2014-09-25T02:00Z	25	9	2014	2435240	2435240	HUMAN_OBSERVATION	NINA	Skandobs	38627			CC_BY_4_0		Svein Arvid TÌürre			2018-02-04T06:53Z		GEODETIC_DATUM_ASSUMED_WGS84",,,,
"1324585755	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Canidae	Canis	Canis lupus		SPECIES	Canis lupus Linnaeus"," 1758	NO	SvanÌ´sen	46fec380-8e1d-11dd-8679-b8a03c50a862	60.984689	11.525263		38.0					2014-08-26T02:00Z	26	8	2014	5219173	5219173	HUMAN_OBSERVATION	NINA	Skandobs	37560			CC_BY_4_0		Thor Gaarder			2018-02-04T06:53Z		GEODETIC_DATUM_ASSUMED_WGS84",,,,
"1324585754	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Felidae	Lynx	Lynx lynx		SPECIES	Lynx lynx (Linnaeus"," 1758)	NO	DrÌüppingstranda	46fec380-8e1d-11dd-8679-b8a03c50a862	62.859089	8.58794		5.0					2014-08-20T02:00Z	20	8	2014	2435240	2435240	HUMAN_OBSERVATION	NINA	Skandobs	37555			CC_BY_4_0		Eystein OpdÌül			2018-02-04T06:53Z		GEODETIC_DATUM_ASSUMED_WGS84",,,,
"1324585753	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Canidae	Canis	Canis lupus		SPECIES	Canis lupus Linnaeus"," 1758	NO	BukkÌ´sveien	46fec380-8e1d-11dd-8679-b8a03c50a862	60.910509	12.017539		5.0					2014-09-26T02:00Z	26	9	2014	5219173	5219173	HUMAN_OBSERVATION	NINA	Skandobs	38629			CC_BY_4_0		Trond Burud			2018-02-04T06:53Z		GEODETIC_DATUM_ASSUMED_WGS84",,,,
"1324585752	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Canidae	Canis	Canis lupus		SPECIES	Canis lupus Linnaeus"," 1758	NO	Sagfallveien	46fec380-8e1d-11dd-8679-b8a03c50a862	60.870841	12.020266		5.0					2014-09-17T02:00Z	17	9	2014	5219173	5219173	HUMAN_OBSERVATION	NINA	Skandobs	38606			CC_BY_4_0		Trond Burud			2018-02-04T06:53Z		GEODETIC_DATUM_ASSUMED_WGS84",,,,
"1324585751	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Ursidae	Ursus	Ursus arctos		SPECIES	Ursus arctos Linnaeus"," 1758	NO	ElgshÌüen	46fec380-8e1d-11dd-8679-b8a03c50a862	61.524813	12.271299		5.0					2014-09-19T02:00Z	19	9	2014	2433433	2433433	HUMAN_OBSERVATION	NINA	Skandobs	38610			CC_BY_4_0		Sigve Barstad			2018-02-04T06:53Z		GEODETIC_DATUM_ASSUMED_WGS84",,,,
"1324585750	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Felidae	Lynx	Lynx lynx		SPECIES	Lynx lynx (Linnaeus"," 1758)	NO	Hellestvedt	46fec380-8e1d-11dd-8679-b8a03c50a862	59.09681	9.533223		5.0					2014-10-21T02:00Z	21	10	2014	2435240	2435240	HUMAN_OBSERVATION	NINA	Skandobs	38702			CC_BY_4_0		Kjetil Finmark			2018-02-04T06:53Z		GEODETIC_DATUM_ASSUMED_WGS84",,,,
"1324585749	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Felidae	Lynx	Lynx lynx		SPECIES	Lynx lynx (Linnaeus"," 1758)	NO	Rundhaugen pÌ´ Brekkebakken Gard	46fec380-8e1d-11dd-8679-b8a03c50a862	62.899545	6.976644		5.0					2014-07-29T02:00Z	29	7	2014	2435240	2435240	HUMAN_OBSERVATION	NINA	Skandobs	37535			CC_BY_4_0		Dan Voster			2018-02-04T06:53Z		GEODETIC_DATUM_ASSUMED_WGS84",,,,
"1324585748	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Mustelidae	Gulo	Gulo gulo		SPECIES	Gulo gulo (Linnaeus"," 1758)	NO	Lauvberget	46fec380-8e1d-11dd-8679-b8a03c50a862	60.684245	11.687142		5.0					2014-01-11T01:00Z	11	1	2014	5219073	5219073	HUMAN_OBSERVATION	NINA	Skandobs	37524			CC_BY_4_0		Dag kjetil Gjerdrum			2018-02-04T06:53Z		GEODETIC_DATUM_ASSUMED_WGS84",,,,
"1324585747	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Ursidae	Ursus	Ursus arctos		SPECIES	Ursus arctos Linnaeus"," 1758	NO	skraptjÌünnsetern/Setermyra !	46fec380-8e1d-11dd-8679-b8a03c50a862	64.149378	13.71784		5.0					2014-08-02T02:00Z	2	8	2014	2433433	2433433	HUMAN_OBSERVATION	NINA	Skandobs	37528			CC_BY_4_0		Jan Arve S Myrmo			2018-02-04T06:53Z		GEODETIC_DATUM_ASSUMED_WGS84",,,,
"1324585746	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Ursidae	Ursus	Ursus arctos		SPECIES	Ursus arctos Linnaeus"," 1758	NO	Gottlund	46fec380-8e1d-11dd-8679-b8a03c50a862	60.891401	11.974184		5.0					2014-09-25T02:00Z	25	9	2014	2433433	2433433	HUMAN_OBSERVATION	NINA	Skandobs	38622			CC_BY_4_0		Trond Burud			2018-02-04T06:53Z		GEODETIC_DATUM_ASSUMED_WGS84",,,,
"1324585745	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Canidae	Canis	Canis lupus		SPECIES	Canis lupus Linnaeus"," 1758	NO	Kaskonsbekken	46fec380-8e1d-11dd-8679-b8a03c50a862	60.873779	12.102461		5.0					2014-09-12T02:00Z	12	9	2014	5219173	5219173	HUMAN_OBSERVATION	NINA	Skandobs	38585			CC_BY_4_0		Trond Burud			2018-02-04T06:53Z		GEODETIC_DATUM_ASSUMED_WGS84",,,,
"1324585744	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Canidae	Canis	Canis lupus		SPECIES	Canis lupus Linnaeus"," 1758	NO	Igletjern Ìüstmarka	46fec380-8e1d-11dd-8679-b8a03c50a862	59.912774	10.975733		10.0					2014-07-14T02:00Z	14	7	2014	5219173	5219173	HUMAN_OBSERVATION	NINA	Skandobs	37492			CC_BY_4_0		Espen Rolfsen			2018-02-04T06:53Z		GEODETIC_DATUM_ASSUMED_WGS84",,,,
"1324585743	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Ursidae	Ursus	Ursus arctos		SPECIES	Ursus arctos Linnaeus"," 1758	NO	GiskÌ´smarka	46fec380-8e1d-11dd-8679-b8a03c50a862	64.007248	11.924048		5.0					2014-07-24T02:00Z	24	7	2014	2433433	2433433	HUMAN_OBSERVATION	NINA	Skandobs	37512			CC_BY_4_0		Styrkar Settemsdal			2018-02-04T06:53Z		GEODETIC_DATUM_ASSUMED_WGS84",,,,
"1324585742	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Canidae	Canis	Canis lupus		SPECIES	Canis lupus Linnaeus"," 1758	NO	Svarthol	46fec380-8e1d-11dd-8679-b8a03c50a862	59.802283	10.979383		5.0					2014-08-07T02:00Z	7	8	2014	5219173	5219173	HUMAN_OBSERVATION	NINA	Skandobs	37538			CC_BY_4_0		Bjarne Brekke Hanssen			2018-02-04T06:53Z		GEODETIC_DATUM_ASSUMED_WGS84",,,,
"1324585741	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Mustelidae	Gulo	Gulo gulo		SPECIES	Gulo gulo (Linnaeus"," 1758)	NO	Bergedalen	46fec380-8e1d-11dd-8679-b8a03c50a862	61.951758	9.783001		5.0					2014-08-23T02:00Z	23	8	2014	5219073	5219073	HUMAN_OBSERVATION	NINA	Skandobs	38617			CC_BY_4_0		Ingar Elgevasslien			2018-02-04T06:53Z		GEODETIC_DATUM_ASSUMED_WGS84",,,,
"1324585740	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Felidae	Lynx	Lynx lynx		SPECIES	Lynx lynx (Linnaeus"," 1758)	NO	WÌ_rem gÌ´rd"," MÌ´neset.	46fec380-8e1d-11dd-8679-b8a03c50a862	64.931694	11.498078		10.0					2014-04-01T02:00Z	1	4	2014	2435240	2435240	HUMAN_OBSERVATION	NINA	Skandobs	37545			CC_BY_4_0		Ottar Lilleeng			2018-02-04T06:53Z		GEODETIC_DATUM_ASSUMED_WGS84",,,
"1324585739	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Ursidae	Ursus	Ursus arctos		SPECIES	Ursus arctos Linnaeus"," 1758	NO	GRAVFOSSEN	46fec380-8e1d-11dd-8679-b8a03c50a862	64.167511	13.741976		5.0					2014-07-16T02:00Z	16	7	2014	2433433	2433433	HUMAN_OBSERVATION	NINA	Skandobs	37497			CC_BY_4_0		Jan Arve S Myrmo			2018-02-04T06:53Z		GEODETIC_DATUM_ASSUMED_WGS84",,,,
"1324585738	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Felidae	Lynx	Lynx lynx		SPECIES	Lynx lynx (Linnaeus"," 1758)	NO	Wieren Uleberg	46fec380-8e1d-11dd-8679-b8a03c50a862	60.525184	9.208062		5.0					2014-06-28T02:00Z	28	6	2014	2435240	2435240	HUMAN_OBSERVATION	NINA	Skandobs	37472			CC_BY_4_0		Anders Bye			2018-02-04T06:53Z		GEODETIC_DATUM_ASSUMED_WGS84",,,,
"1324585737	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Felidae	Lynx	Lynx lynx		SPECIES	Lynx lynx (Linnaeus"," 1758)	NO	DjupsÌ´i"," Heggenes	46fec380-8e1d-11dd-8679-b8a03c50a862	59.444435	8.78442		5.0					2014-07-14T02:00Z	14	7	2014	2435240	2435240	HUMAN_OBSERVATION	NINA	Skandobs	37491			CC_BY_4_0		Ole BjÌürn Skoe			2018-02-04T06:53Z		GEODETIC_DATUM_ASSUMED_WGS84",,,
"1324585736	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Ursidae	Ursus	Ursus arctos		SPECIES	Ursus arctos Linnaeus"," 1758	NO	BukkÌ´sveien	46fec380-8e1d-11dd-8679-b8a03c50a862	60.919461	12.009984		5.0					2014-08-12T02:00Z	12	8	2014	2433433	2433433	HUMAN_OBSERVATION	NINA	Skandobs	37546			CC_BY_4_0		Trond Burud			2018-02-04T06:53Z		GEODETIC_DATUM_ASSUMED_WGS84",,,,
"1324585735	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Canidae	Canis	Canis lupus		SPECIES	Canis lupus Linnaeus"," 1758	NO	MjÌündalsskauen	46fec380-8e1d-11dd-8679-b8a03c50a862	59.756495	9.930153							2014-09-12T02:00Z	12	9	2014	5219173	5219173	HUMAN_OBSERVATION	NINA	Skandobs	38587			CC_BY_4_0		Kjersti Loe			2018-02-04T06:53Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID",,,,
"1324585734	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Felidae	Lynx	Lynx lynx		SPECIES	Lynx lynx (Linnaeus"," 1758)	NO	VerÌ´s	46fec380-8e1d-11dd-8679-b8a03c50a862	59.014072	9.610518		5.0					2014-08-15T02:00Z	15	8	2014	2435240	2435240	HUMAN_OBSERVATION	NINA	Skandobs	37552			CC_BY_4_0		Kjetil Finmark			2018-02-04T06:53Z		GEODETIC_DATUM_ASSUMED_WGS84",,,,
