"gbifid	datasetkey	occurrenceid	kingdom	phylum	class	order	family	genus	species	infraspecificepithet	taxonrank	scientificname	countrycode	locality	publishingorgkey	decimallatitude	decimallongitude	coordinateuncertaintyinmeters	coordinateprecision	elevation	elevationaccuracy	depth	depthaccuracy	eventdate	day	month	year	taxonkey	specieskey	basisofrecord	institutioncode	collectioncode	catalognumber	recordnumber	identifiedby	license	rightsholder	recordedby	typestatus	establishmentmeans	lastinterpreted	mediatype	issue",,,,,
"1795860020	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Mustelidae	Gulo	Gulo gulo		SPECIES	Gulo gulo (Linnaeus"," 1758)	NO	VangÌ´sen	46fec380-8e1d-11dd-8679-b8a03c50a862	60.761632	11.966568		3.0					2017-12-16T01:00Z	16	12	2017	5219073	5219073	HUMAN_OBSERVATION	NINA	Skandobs	67471			CC_BY_4_0		KÌ´re Holtmoen			2018-02-02T18:38Z		GEODETIC_DATUM_ASSUMED_WGS84",,,,
"1795860019	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Felidae	Lynx	Lynx lynx		SPECIES	Lynx lynx (Linnaeus"," 1758)	NO	klÌüvstein	46fec380-8e1d-11dd-8679-b8a03c50a862	63.04367	9.687215		5.0					2017-12-17T01:00Z	17	12	2017	2435240	2435240	HUMAN_OBSERVATION	NINA	Skandobs	67568			CC_BY_4_0		Oddleiv Syrstadvold			2018-02-02T18:38Z		GEODETIC_DATUM_ASSUMED_WGS84",,,,
"1795860018	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Canidae	Canis	Canis lupus		SPECIES	Canis lupus Linnaeus"," 1758	NO	Nyveikrysset	46fec380-8e1d-11dd-8679-b8a03c50a862	60.941683	12.065261		5.0					2017-12-12T01:00Z	12	12	2017	5219173	5219173	HUMAN_OBSERVATION	NINA	Skandobs	67342			CC_BY_4_0		Trond Burud			2018-02-02T18:38Z		GEODETIC_DATUM_ASSUMED_WGS84",,,,
"1795860017	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Canidae	Canis	Canis lupus		SPECIES	Canis lupus Linnaeus"," 1758	NO	Langryggveikrysset	46fec380-8e1d-11dd-8679-b8a03c50a862	60.895677	12.086864		5.0					2017-12-16T01:00Z	16	12	2017	5219173	5219173	HUMAN_OBSERVATION	NINA	Skandobs	67468			CC_BY_4_0		Trond Burud			2018-02-02T18:38Z		GEODETIC_DATUM_ASSUMED_WGS84",,,,
"1795860016	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Felidae	Lynx	Lynx lynx		SPECIES	Lynx lynx (Linnaeus"," 1758)	NO	HÌüsbjÌür	46fec380-8e1d-11dd-8679-b8a03c50a862	60.888982	11.003543		5.0					2017-12-17T01:00Z	17	12	2017	2435240	2435240	HUMAN_OBSERVATION	NINA	Skandobs	67551			CC_BY_4_0		Arnfinn TÌürÌ´sen			2018-02-02T18:38Z		GEODETIC_DATUM_ASSUMED_WGS84",,,,
"1795860015	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Felidae	Lynx	Lynx lynx		SPECIES	Lynx lynx (Linnaeus"," 1758)	NO	Saueberget	46fec380-8e1d-11dd-8679-b8a03c50a862	59.624878	8.916657		5.0					2017-12-15T01:00Z	15	12	2017	2435240	2435240	HUMAN_OBSERVATION	NINA	Skandobs	67437			CC_BY_4_0		Ì÷yvind Fosse			2018-02-02T18:38Z		GEODETIC_DATUM_ASSUMED_WGS84",,,,
"1795860014	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Felidae	Lynx	Lynx lynx		SPECIES	Lynx lynx (Linnaeus"," 1758)	NO	Pukmoen	46fec380-8e1d-11dd-8679-b8a03c50a862	60.75449	11.854525		3.0					2017-12-17T01:00Z	17	12	2017	2435240	2435240	HUMAN_OBSERVATION	NINA	Skandobs	67511			CC_BY_4_0		KÌ´re Holtmoen			2018-02-02T18:38Z		GEODETIC_DATUM_ASSUMED_WGS84",,,,
"1795860013	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Felidae	Lynx	Lynx lynx		SPECIES	Lynx lynx (Linnaeus"," 1758)	NO	Tettvettmoen	46fec380-8e1d-11dd-8679-b8a03c50a862	64.624085	12.368289		5.0					2017-12-16T01:00Z	16	12	2017	2435240	2435240	HUMAN_OBSERVATION	NINA	Skandobs	67503			CC_BY_4_0		Karl BrÌündbo			2018-02-02T18:38Z		GEODETIC_DATUM_ASSUMED_WGS84",,,,
"1795860012	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Felidae	Lynx	Lynx lynx		SPECIES	Lynx lynx (Linnaeus"," 1758)	NO	BrekkÌ´sa	46fec380-8e1d-11dd-8679-b8a03c50a862	59.453669	9.348856		2.0					2017-12-14T01:00Z	14	12	2017	2435240	2435240	HUMAN_OBSERVATION	NINA	Skandobs	67413			CC_BY_4_0		Tor Oddvar Ramsvik			2018-02-02T18:38Z		GEODETIC_DATUM_ASSUMED_WGS84",,,,
"1795860011	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Canidae	Canis	Canis lupus		SPECIES	Canis lupus Linnaeus"," 1758	NO	Krosser	46fec380-8e1d-11dd-8679-b8a03c50a862	59.644217	10.84931		5.0					2017-12-16T01:00Z	16	12	2017	5219173	5219173	HUMAN_OBSERVATION	NINA	Skandobs	67488			CC_BY_4_0		Raymond BrÌ´ten			2018-02-02T18:38Z		GEODETIC_DATUM_ASSUMED_WGS84",,,,
"1795860010	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Canidae	Canis	Canis lupus		SPECIES	Canis lupus Linnaeus"," 1758	NO	Kristensonkoia	46fec380-8e1d-11dd-8679-b8a03c50a862	60.925492	12.072215		5.0					2017-12-16T01:00Z	16	12	2017	5219173	5219173	HUMAN_OBSERVATION	NINA	Skandobs	67497			CC_BY_4_0		Trond Burud			2018-02-02T18:38Z		GEODETIC_DATUM_ASSUMED_WGS84",,,,
"1795860009	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Felidae	Lynx	Lynx lynx		SPECIES	Lynx lynx (Linnaeus"," 1758)	NO	Sveisbekkdalen	46fec380-8e1d-11dd-8679-b8a03c50a862	58.77231	8.495411		10.0					2017-12-19T01:00Z	19	12	2017	2435240	2435240	HUMAN_OBSERVATION	NINA	Skandobs	67639			CC_BY_4_0		Arne HÌ_gestÌüyl			2018-02-02T18:38Z		GEODETIC_DATUM_ASSUMED_WGS84",,,,
"1795860008	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Mustelidae	Gulo	Gulo gulo		SPECIES	Gulo gulo (Linnaeus"," 1758)	NO	SÌ_terÌ´smyra	46fec380-8e1d-11dd-8679-b8a03c50a862	60.757185	11.928942		12.0					2017-12-17T01:00Z	17	12	2017	5219073	5219073	HUMAN_OBSERVATION	NINA	Skandobs	67524			CC_BY_4_0		John Gullord			2018-02-02T18:38Z		GEODETIC_DATUM_ASSUMED_WGS84",,,,
"1795860007	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Canidae	Canis	Canis lupus		SPECIES	Canis lupus Linnaeus"," 1758	NO	Kjeksbergsvollen	46fec380-8e1d-11dd-8679-b8a03c50a862	60.794452	11.768257		5.0					2017-12-12T01:00Z	12	12	2017	5219173	5219173	HUMAN_OBSERVATION	NINA	Skandobs	67348			CC_BY_4_0		Geir Bronken			2018-02-02T18:38Z		GEODETIC_DATUM_ASSUMED_WGS84",,,,
"1795860006	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Felidae	Lynx	Lynx lynx		SPECIES	Lynx lynx (Linnaeus"," 1758)	NO	Topland	46fec380-8e1d-11dd-8679-b8a03c50a862	58.473594	8.349585		5.0					2017-12-14T01:00Z	14	12	2017	2435240	2435240	HUMAN_OBSERVATION	NINA	Skandobs	67417			CC_BY_4_0		Knut Gunnar Solli			2018-02-02T18:38Z		GEODETIC_DATUM_ASSUMED_WGS84",,,,
"1795860005	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Felidae	Lynx	Lynx lynx		SPECIES	Lynx lynx (Linnaeus"," 1758)	NO	Myra"," Hemne	46fec380-8e1d-11dd-8679-b8a03c50a862	63.300251	9.128755		5.0					2017-12-14T01:00Z	14	12	2017	2435240	2435240	HUMAN_OBSERVATION	NINA	Skandobs	67398			CC_BY_4_0		Jarle Reitan			2018-04-06T09:21Z		GEODETIC_DATUM_ASSUMED_WGS84",,,
"1795860004	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Mustelidae	Gulo	Gulo gulo		SPECIES	Gulo gulo (Linnaeus"," 1758)	NO	TÌürÌ´smarka	46fec380-8e1d-11dd-8679-b8a03c50a862	60.771185	11.875578		3.0					2017-12-17T01:00Z	17	12	2017	5219073	5219073	HUMAN_OBSERVATION	NINA	Skandobs	67515			CC_BY_4_0		KÌ´re Holtmoen			2018-02-02T18:38Z		GEODETIC_DATUM_ASSUMED_WGS84",,,,
"1795860003	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Felidae	Lynx	Lynx lynx		SPECIES	Lynx lynx (Linnaeus"," 1758)	NO	Hammeren	46fec380-8e1d-11dd-8679-b8a03c50a862	61.23042	11.364258		2.0					2017-12-13T01:00Z	13	12	2017	2435240	2435240	HUMAN_OBSERVATION	NINA	Skandobs	67351			CC_BY_4_0		Esben Aarskog			2018-02-02T18:38Z		GEODETIC_DATUM_ASSUMED_WGS84",,,,
"1795860002	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Mustelidae	Gulo	Gulo gulo		SPECIES	Gulo gulo (Linnaeus"," 1758)	NO	KvemskjÌülen	46fec380-8e1d-11dd-8679-b8a03c50a862	61.940929	12.008568		8.0					2017-12-10T01:00Z	10	12	2017	5219073	5219073	HUMAN_OBSERVATION	NINA	Skandobs	67392			CC_BY_4_0		Anders Haugen			2018-02-02T18:38Z		GEODETIC_DATUM_ASSUMED_WGS84",,,,
"1795860001	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Ursidae	Ursus	Ursus arctos		SPECIES	Ursus arctos Linnaeus"," 1758	NO	Nesvollbekkdalen	46fec380-8e1d-11dd-8679-b8a03c50a862	61.270819	12.483489							2017-10-28T02:00Z	28	10	2017	2433433	2433433	HUMAN_OBSERVATION	NINA	Skandobs	67494			CC_BY_4_0		Jan Tore Berg			2018-02-02T18:38Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID",,,,
"1795860000	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Mustelidae	Gulo	Gulo gulo		SPECIES	Gulo gulo (Linnaeus"," 1758)	NO	Nedre fallfossen	46fec380-8e1d-11dd-8679-b8a03c50a862	62.135122	10.041184		16.0					2017-12-18T01:00Z	18	12	2017	5219073	5219073	HUMAN_OBSERVATION	NINA	Skandobs	67609			CC_BY_4_0		Lars henrik Odden			2018-02-02T18:38Z		GEODETIC_DATUM_ASSUMED_WGS84",,,,
"1795859999	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Felidae	Lynx	Lynx lynx		SPECIES	Lynx lynx (Linnaeus"," 1758)	NO	Vivestad 3175 Ramnes	46fec380-8e1d-11dd-8679-b8a03c50a862	59.428191	10.127312		32.0					2017-12-14T01:00Z	14	12	2017	2435240	2435240	HUMAN_OBSERVATION	NINA	Skandobs	67419			CC_BY_4_0		Ketil Straand			2018-02-02T18:38Z		GEODETIC_DATUM_ASSUMED_WGS84",,,,
"1795859997	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Felidae	Lynx	Lynx lynx		SPECIES	Lynx lynx (Linnaeus"," 1758)	NO	Ugge	46fec380-8e1d-11dd-8679-b8a03c50a862	59.205294	9.193626		11.0					2017-11-17T01:00Z	17	11	2017	2435240	2435240	HUMAN_OBSERVATION	NINA	Skandobs	67374			CC_BY_4_0		Heidi Brandvoll			2018-02-02T18:38Z		GEODETIC_DATUM_ASSUMED_WGS84",,,,
"1795859996	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Felidae	Lynx	Lynx lynx		SPECIES	Lynx lynx (Linnaeus"," 1758)	NO	Mevassvika	46fec380-8e1d-11dd-8679-b8a03c50a862	64.582771	12.20334		5.0					2017-12-15T01:00Z	15	12	2017	2435240	2435240	HUMAN_OBSERVATION	NINA	Skandobs	67433			CC_BY_4_0		Karl BrÌündbo			2018-02-02T18:38Z		GEODETIC_DATUM_ASSUMED_WGS84",,,,
"1795859995	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Mustelidae	Gulo	Gulo gulo		SPECIES	Gulo gulo (Linnaeus"," 1758)	NO	SÌüre Osen	46fec380-8e1d-11dd-8679-b8a03c50a862	61.15089	11.91325		5.0					2017-12-14T01:00Z	14	12	2017	5219073	5219073	HUMAN_OBSERVATION	NINA	Skandobs	67403			CC_BY_4_0		Terje SÌüsveen			2018-02-02T18:38Z		GEODETIC_DATUM_ASSUMED_WGS84",,,,
"1795859994	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Felidae	Lynx	Lynx lynx		SPECIES	Lynx lynx (Linnaeus"," 1758)	NO	SÌüyn	46fec380-8e1d-11dd-8679-b8a03c50a862	64.377234	11.785265		15.0					2017-12-14T01:00Z	14	12	2017	2435240	2435240	HUMAN_OBSERVATION	NINA	Skandobs	67404			CC_BY_4_0		Erlend Lande Lilleberre			2018-02-02T18:38Z		GEODETIC_DATUM_ASSUMED_WGS84",,,,
"1795859993	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Felidae	Lynx	Lynx lynx		SPECIES	Lynx lynx (Linnaeus"," 1758)	NO	Vestre Fiskvatn"," ÌÉmli	46fec380-8e1d-11dd-8679-b8a03c50a862	58.752647	8.417698		4.0					2017-12-12T01:00Z	12	12	2017	2435240	2435240	HUMAN_OBSERVATION	NINA	Skandobs	67339			CC_BY_4_0		Lars Johan Skjeggedal			2018-02-02T18:38Z		GEODETIC_DATUM_ASSUMED_WGS84",,,
"1795859992	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Canidae	Canis	Canis lupus		SPECIES	Canis lupus Linnaeus"," 1758	NO	Lussberget	46fec380-8e1d-11dd-8679-b8a03c50a862	60.842342	11.679872							2017-12-12T01:00Z	12	12	2017	5219173	5219173	HUMAN_OBSERVATION	NINA	Skandobs	67333			CC_BY_4_0		Erik Burud			2018-02-02T18:38Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID",,,,
"1795859991	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Felidae	Lynx	Lynx lynx		SPECIES	Lynx lynx (Linnaeus"," 1758)	NO	Otten nord-odal	46fec380-8e1d-11dd-8679-b8a03c50a862	60.486146	11.362413		8.0					2017-12-17T01:00Z	17	12	2017	2435240	2435240	HUMAN_OBSERVATION	NINA	Skandobs	67506			CC_BY_4_0		Lasse Disenbroen			2018-02-02T18:38Z		GEODETIC_DATUM_ASSUMED_WGS84",,,,
"1795859990	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Canidae	Canis	Canis lupus		SPECIES	Canis lupus Linnaeus"," 1758	NO	Spondalsmyra	46fec380-8e1d-11dd-8679-b8a03c50a862	59.920852	11.346053		1.0					2017-12-13T01:00Z	13	12	2017	5219173	5219173	HUMAN_OBSERVATION	NINA	Skandobs	67369			CC_BY_4_0		Kirsti EkstrÌüm			2018-02-02T18:38Z		GEODETIC_DATUM_ASSUMED_WGS84",,,,
"1795859989	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Canidae	Canis	Canis lupus		SPECIES	Canis lupus Linnaeus"," 1758	NO	Vortungen	46fec380-8e1d-11dd-8679-b8a03c50a862	59.731407	11.697862		5.0					2017-12-14T01:00Z	14	12	2017	5219173	5219173	HUMAN_OBSERVATION	NINA	Skandobs	67412			CC_BY_4_0		Terje Skogan			2018-02-02T18:38Z		GEODETIC_DATUM_ASSUMED_WGS84",,,,
"1795859988	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Felidae	Lynx	Lynx lynx		SPECIES	Lynx lynx (Linnaeus"," 1758)	NO	StÌülhaugen	46fec380-8e1d-11dd-8679-b8a03c50a862	62.884697	8.209016		5.0					2017-12-15T01:00Z	15	12	2017	2435240	2435240	HUMAN_OBSERVATION	NINA	Skandobs	67453			CC_BY_4_0		Lars Erling Koksvik			2018-02-02T18:38Z		GEODETIC_DATUM_ASSUMED_WGS84",,,,
"1795859987	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Mustelidae	Gulo	Gulo gulo		SPECIES	Gulo gulo (Linnaeus"," 1758)	NO	VangÌ´sen	46fec380-8e1d-11dd-8679-b8a03c50a862	60.757372	11.956212		4.0					2017-12-16T01:00Z	16	12	2017	5219073	5219073	HUMAN_OBSERVATION	NINA	Skandobs	67467			CC_BY_4_0		KÌ´re Holtmoen			2018-02-02T18:38Z		GEODETIC_DATUM_ASSUMED_WGS84",,,,
"1795859986	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Mustelidae	Gulo	Gulo gulo		SPECIES	Gulo gulo (Linnaeus"," 1758)	NO	Sjursvollveien	46fec380-8e1d-11dd-8679-b8a03c50a862	62.551405	11.365951		2.0					2017-12-13T01:00Z	13	12	2017	5219073	5219073	HUMAN_OBSERVATION	NINA	Skandobs	67363			CC_BY_4_0		Martin RÌüsand			2018-02-02T18:38Z		GEODETIC_DATUM_ASSUMED_WGS84",,,,
"1795859985	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Felidae	Lynx	Lynx lynx		SPECIES	Lynx lynx (Linnaeus"," 1758)	NO	Sperre	46fec380-8e1d-11dd-8679-b8a03c50a862	59.509274	9.322143							2017-12-16T01:00Z	16	12	2017	2435240	2435240	HUMAN_OBSERVATION	NINA	Skandobs	67475			CC_BY_4_0		Roy Stenersen			2018-02-02T18:38Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID",,,,
"1795859984	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Felidae	Lynx	Lynx lynx		SPECIES	Lynx lynx (Linnaeus"," 1758)	NO	Vivestad.	46fec380-8e1d-11dd-8679-b8a03c50a862	59.429013	10.137512		18.0					2017-12-16T01:00Z	16	12	2017	2435240	2435240	HUMAN_OBSERVATION	NINA	Skandobs	67454			CC_BY_4_0		Ann Karin Evju			2018-02-02T18:38Z		GEODETIC_DATUM_ASSUMED_WGS84",,,,
"1795859983	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Felidae	Lynx	Lynx lynx		SPECIES	Lynx lynx (Linnaeus"," 1758)	NO	Nes	46fec380-8e1d-11dd-8679-b8a03c50a862	58.795497	8.826052		3.0					2017-12-15T01:00Z	15	12	2017	2435240	2435240	HUMAN_OBSERVATION	NINA	Skandobs	67441			CC_BY_4_0		Sigmund Lindtveit			2018-02-02T18:38Z		GEODETIC_DATUM_ASSUMED_WGS84",,,,
"1795859982	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Felidae	Lynx	Lynx lynx		SPECIES	Lynx lynx (Linnaeus"," 1758)	NO	TÌürÌ´smarka	46fec380-8e1d-11dd-8679-b8a03c50a862	60.756782	11.86805		4.0					2017-12-17T01:00Z	17	12	2017	2435240	2435240	HUMAN_OBSERVATION	NINA	Skandobs	67514			CC_BY_4_0		KÌ´re Holtmoen			2018-02-02T18:38Z		GEODETIC_DATUM_ASSUMED_WGS84",,,,
"1795859981	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Felidae	Lynx	Lynx lynx		SPECIES	Lynx lynx (Linnaeus"," 1758)	NO	Midtskogen	46fec380-8e1d-11dd-8679-b8a03c50a862	60.504851	11.242358							2017-12-14T01:00Z	14	12	2017	2435240	2435240	HUMAN_OBSERVATION	NINA	Skandobs	67416			CC_BY_4_0		Jan Larsson			2018-02-02T18:38Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID",,,,
"1795859980	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Mustelidae	Gulo	Gulo gulo		SPECIES	Gulo gulo (Linnaeus"," 1758)	NO	Rostille	46fec380-8e1d-11dd-8679-b8a03c50a862	60.848391	12.01719		7.0					2017-12-15T01:00Z	15	12	2017	5219073	5219073	HUMAN_OBSERVATION	NINA	Skandobs	67425			CC_BY_4_0		Arild Ivar Myrvold			2018-02-02T18:38Z		GEODETIC_DATUM_ASSUMED_WGS84",,,,
"1795859979	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Mustelidae	Gulo	Gulo gulo		SPECIES	Gulo gulo (Linnaeus"," 1758)	NO	Nyveikrysset	46fec380-8e1d-11dd-8679-b8a03c50a862	60.94286	12.066907		5.0					2017-12-12T01:00Z	12	12	2017	5219073	5219073	HUMAN_OBSERVATION	NINA	Skandobs	67341			CC_BY_4_0		Trond Burud			2018-02-02T18:38Z		GEODETIC_DATUM_ASSUMED_WGS84",,,,
"1795859978	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Felidae	Lynx	Lynx lynx		SPECIES	Lynx lynx (Linnaeus"," 1758)	NO	Elsfjorddalen	46fec380-8e1d-11dd-8679-b8a03c50a862	66.097384	13.505995		26.0					2017-12-12T01:00Z	12	12	2017	2435240	2435240	HUMAN_OBSERVATION	NINA	Skandobs	67337			CC_BY_4_0		Morten Seljeli			2018-02-02T18:38Z		GEODETIC_DATUM_ASSUMED_WGS84",,,,
"1795859977	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Mustelidae	Gulo	Gulo gulo		SPECIES	Gulo gulo (Linnaeus"," 1758)	NO	Kvasstadsetra	46fec380-8e1d-11dd-8679-b8a03c50a862	60.871562	11.875571		5.0					2017-12-12T01:00Z	12	12	2017	5219073	5219073	HUMAN_OBSERVATION	NINA	Skandobs	67335			CC_BY_4_0		Geir Bronken			2018-02-02T18:38Z		GEODETIC_DATUM_ASSUMED_WGS84",,,,
"1795859976	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Mustelidae	Gulo	Gulo gulo		SPECIES	Gulo gulo (Linnaeus"," 1758)	NO	Berntsholtet	46fec380-8e1d-11dd-8679-b8a03c50a862	61.1158	12.629648		2.0					2017-12-13T01:00Z	13	12	2017	5219073	5219073	HUMAN_OBSERVATION	NINA	Skandobs	67364			CC_BY_4_0		Tore BjÌürkli			2018-02-02T18:38Z		GEODETIC_DATUM_ASSUMED_WGS84",,,,
"1795859975	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Felidae	Lynx	Lynx lynx		SPECIES	Lynx lynx (Linnaeus"," 1758)	NO	Tekna"," vannverket	46fec380-8e1d-11dd-8679-b8a03c50a862	61.576576	11.054031		16.0					2017-12-14T01:00Z	14	12	2017	2435240	2435240	HUMAN_OBSERVATION	NINA	Skandobs	67387			CC_BY_4_0		Erlend Sandberg			2018-02-02T18:38Z		GEODETIC_DATUM_ASSUMED_WGS84",,,
"1795859974	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Felidae	Lynx	Lynx lynx		SPECIES	Lynx lynx (Linnaeus"," 1758)	NO	Likleivane	46fec380-8e1d-11dd-8679-b8a03c50a862	59.236906	7.937005							2017-12-15T01:00Z	15	12	2017	2435240	2435240	HUMAN_OBSERVATION	NINA	Skandobs	67432			CC_BY_4_0		Laje Bendik Gaaren			2018-02-02T18:38Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID",,,,
"1795859973	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Felidae	Lynx	Lynx lynx		SPECIES	Lynx lynx (Linnaeus"," 1758)	NO	ÌÉgset / Rinden	46fec380-8e1d-11dd-8679-b8a03c50a862	58.290235	7.49517		5.0					2017-12-12T01:00Z	12	12	2017	2435240	2435240	HUMAN_OBSERVATION	NINA	Skandobs	67386			CC_BY_4_0		Geir Risa			2018-02-02T18:38Z		GEODETIC_DATUM_ASSUMED_WGS84",,,,
"1795859972	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Felidae	Lynx	Lynx lynx		SPECIES	Lynx lynx (Linnaeus"," 1758)	NO	Ugge	46fec380-8e1d-11dd-8679-b8a03c50a862	59.204997	9.194066		6.0					2017-08-14T02:00Z	14	8	2017	2435240	2435240	HUMAN_OBSERVATION	NINA	Skandobs	67373			CC_BY_4_0		Heidi Brandvoll			2018-02-02T18:38Z		GEODETIC_DATUM_ASSUMED_WGS84",,,,
"1705510867	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Felidae	Lynx	Lynx lynx		SPECIES	Lynx lynx (Linnaeus"," 1758)	NO	Havikskogen	46fec380-8e1d-11dd-8679-b8a03c50a862	60.247921	9.783768		5.0					2017-12-09T01:00Z	9	12	2017	2435240	2435240	HUMAN_OBSERVATION	NINA	Skandobs	67274			CC_BY_4_0		Eivind LurÌ´s			2018-02-03T05:44Z		GEODETIC_DATUM_ASSUMED_WGS84",,,,
"1705510866	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Felidae	Lynx	Lynx lynx		SPECIES	Lynx lynx (Linnaeus"," 1758)	NO	GlÌümmedalen	46fec380-8e1d-11dd-8679-b8a03c50a862	61.357456	10.327942							2017-12-12T01:00Z	12	12	2017	2435240	2435240	HUMAN_OBSERVATION	NINA	Skandobs	67319			CC_BY_4_0		Ì÷yvind Granskogen			2018-02-03T05:44Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID",,,,
